Station Name,LID,Modes of Transports
"Selchenbacher Weg, Osterbrücken St. Wendel","A=1@O=Selchenbacher Weg, Osterbrücken St. Wendel@X=7268992@Y=49495317@U=80@L=9200166@",512
"Marther Straße 11, Bubach i.O. St. Wendel","A=1@O=Marther Straße 11, Bubach i.O. St. Wendel@X=7270026@Y=49468358@U=80@L=9200182@",512
Am Hügel Haupersweiler,A=1@O=Am Hügel Haupersweiler@X=7270062@Y=49510095@U=80@L=9200320@,512
Mühlenstraße Haupersweiler,A=1@O=Mühlenstraße Haupersweiler@X=7270107@Y=49509016@U=80@L=9200322@,512
"Im Bombösch, Bubach i.O. St.Wendel","A=1@O=Im Bombösch, Bubach i.O. St.Wendel@X=7270386@Y=49466210@U=80@L=9200185@",512
"In der Klaus, Bubach i.O. St.Wendel","A=1@O=In der Klaus, Bubach i.O. St.Wendel@X=7271141@Y=49467513@U=80@L=9200184@",512
"Seitzweiler, Haupersweiler Freisen","A=1@O=Seitzweiler, Haupersweiler Freisen@X=7271725@Y=49508387@U=80@L=62202@",128
"Ortsmitte, Haupersweiler Freisen","A=1@O=Ortsmitte, Haupersweiler Freisen@X=7271743@Y=49512891@U=80@L=62201@",128
"Bubach im Ostertal, St.Wendel","A=1@O=Bubach im Ostertal, St.Wendel@X=7271761@Y=49466650@U=80@L=60201@",128
Seitzweilerstraße Haupersweiler,A=1@O=Seitzweilerstraße Haupersweiler@X=7271950@Y=49505933@U=80@L=9200324@,512
"Ortsmitte, Breitenbach Waldmohr","A=1@O=Ortsmitte, Breitenbach Waldmohr@X=7272570@Y=49434577@U=80@L=84902@",128
"Martinshof, Osterbrücken St. Wendel","A=1@O=Martinshof, Osterbrücken St. Wendel@X=7273667@Y=49492332@U=80@L=9200169@",512
Ostertalstraße Haupersweiler,A=1@O=Ostertalstraße Haupersweiler@X=7274260@Y=49512882@U=80@L=9200323@,512
"Krottelbacher Straße, Bubach i.O. St.Wendel","A=1@O=Krottelbacher Straße, Bubach i.O. St.Wendel@X=7274512@Y=49466911@U=80@L=9200183@",512
Herchweiler Wendeplatz,A=1@O=Herchweiler Wendeplatz@X=7290557@Y=49514212@U=80@L=87598@,640
Selchenbach Im Eck,A=1@O=Selchenbach Im Eck@X=7292625@Y=49493726@U=80@L=92402@,640
Herchweiler Ortsanfang,A=1@O=Herchweiler Ortsanfang@X=7296167@Y=49514158@U=80@L=87501@,640
Selchenbach Kreisel,A=1@O=Selchenbach Kreisel@X=7299448@Y=49498076@U=80@L=92401@,640
Frohnhofen,A=1@O=Frohnhofen@X=7303178@Y=49454452@U=80@L=86401@,128
Altenkirchen Kindergarten,A=1@O=Altenkirchen Kindergarten@X=7315035@Y=49444815@U=80@L=84406@,128
Langenbach Brunnen,A=1@O=Langenbach Brunnen@X=7319278@Y=49496557@U=80@L=89103@,128
Altenkirchen Obsthalle,A=1@O=Altenkirchen Obsthalle@X=7322406@Y=49447521@U=80@L=84402@,128
Altenkirchen Grundschule,A=1@O=Altenkirchen Grundschule@X=7322667@Y=49441372@U=80@L=84405@,128
Altenkirchen Ortsmitte,A=1@O=Altenkirchen Ortsmitte@X=7323116@Y=49442694@U=80@L=84401@,128
Langenbach Dorfgemeinschaftsh.,A=1@O=Langenbach Dorfgemeinschaftsh.@X=7324402@Y=49493770@U=80@L=89102@,128
Krottelbach Ortsmitte,A=1@O=Krottelbach Ortsmitte@X=7331144@Y=49467090@U=80@L=89001@,128
Albessen Kirchweg,A=1@O=Albessen Kirchweg@X=7332726@Y=49516145@U=80@L=84202@,640
Dittweiler Ortseingang,A=1@O=Dittweiler Ortseingang@X=7332780@Y=49433732@U=80@L=85504@,128
Langenbach Ortsanfang,A=1@O=Langenbach Ortsanfang@X=7332834@Y=49494130@U=80@L=89101@,128
Mutziger Platz Freisen,A=1@O=Mutziger Platz Freisen@X=7247688@Y=49553414@U=80@L=9200268@,512
"ZOB, Freisen","A=1@O=ZOB, Freisen@X=7247742@Y=49551967@U=80@L=61906@",128
"Mutziger Platz, Freisen","A=1@O=Mutziger Platz, Freisen@X=7247868@Y=49553630@U=80@L=61916@",128
Heidestraße Freisen,A=1@O=Heidestraße Freisen@X=7247921@Y=49550088@U=80@L=9200263@,512
Schlagbaumstraße Freisen,A=1@O=Schlagbaumstraße Freisen@X=7248506@Y=49546016@U=80@L=9200273@,512
Hindenburgstraße Freisen,A=1@O=Hindenburgstraße Freisen@X=7249036@Y=49548452@U=80@L=9200264@,512
Alois-Stock-Platz Freisen,A=1@O=Alois-Stock-Platz Freisen@X=7250043@Y=49549584@U=80@L=9200257@,512
Parkstraße Freisen,A=1@O=Parkstraße Freisen@X=7250241@Y=49547112@U=80@L=9200270@,512
Rohrbacher Straße Freisen,A=1@O=Rohrbacher Straße Freisen@X=7250798@Y=49556407@U=80@L=9200271@,512
Bergstraße 13 Freisen,A=1@O=Bergstraße 13 Freisen@X=7251095@Y=49551328@U=80@L=9200259@,512
"Rathaus, Freisen","A=1@O=Rathaus, Freisen@X=7251391@Y=49548515@U=80@L=61901@",128
Bergstraße 34 Freisen,A=1@O=Bergstraße 34 Freisen@X=7252416@Y=49553252@U=80@L=9200260@,512
Berglangenbach Ort,A=1@O=Berglangenbach Ort@X=7252902@Y=49599645@U=80@L=98025@,128
"Schule, Freisen","A=1@O=Schule, Freisen@X=7253081@Y=49547841@U=80@L=61902@",128
"Weiselberg, Oberkirchen Freisen","A=1@O=Weiselberg, Oberkirchen Freisen@X=7253486@Y=49523471@U=80@L=62307@",128
Dr.-Schütz-Straße Freisen,A=1@O=Dr.-Schütz-Straße Freisen@X=7253585@Y=49549126@U=80@L=9200262@,512
Schulstraße Freisen,A=1@O=Schulstraße Freisen@X=7253935@Y=49546250@U=80@L=9200274@,512
Weiselbergstraße Oberkirchen,A=1@O=Weiselbergstraße Oberkirchen@X=7254645@Y=49525655@U=80@L=9200387@,512
"Grundschule, Oberkirchen Freisen","A=1@O=Grundschule, Oberkirchen Freisen@X=7255041@Y=49521880@U=80@L=62306@",128
In der Au Freisen,A=1@O=In der Au Freisen@X=7255427@Y=49555185@U=80@L=9200265@,512
Rosenstraße Oberkirchen,A=1@O=Rosenstraße Oberkirchen@X=7255445@Y=49523785@U=80@L=9200386@,512
Matzenbergstraße Oberkirchen,A=1@O=Matzenbergstraße Oberkirchen@X=7256866@Y=49525251@U=80@L=9200381@,512
Nelkenweg Oberkirchen,A=1@O=Nelkenweg Oberkirchen@X=7257486@Y=49523417@U=80@L=9200384@,512
Im Eichacker Oberkirchen,A=1@O=Im Eichacker Oberkirchen@X=7257864@Y=49520558@U=80@L=9200379@,512
Rohrbach (Nahe) Ort,A=1@O=Rohrbach (Nahe) Ort@X=7257980@Y=49583761@U=80@L=98023@,128
Feldstraße Oberkirchen,A=1@O=Feldstraße Oberkirchen@X=7258295@Y=49531561@U=80@L=9200389@,512
Nachtigallenweg Oberkirchen,A=1@O=Nachtigallenweg Oberkirchen@X=7258385@Y=49528532@U=80@L=9200383@,512
Rembrandtstraße Oberkirchen,A=1@O=Rembrandtstraße Oberkirchen@X=7258906@Y=49523003@U=80@L=9200385@,512
"Dorfstr. Nord, Oberkirchen Freisen","A=1@O=Dorfstr. Nord, Oberkirchen Freisen@X=7259293@Y=49526141@U=80@L=62314@",512
Beethovenstraße 4 Oberkirchen,A=1@O=Beethovenstraße 4 Oberkirchen@X=7260605@Y=49520432@U=80@L=9200377@,512
"Ortsmitte, Oberkirchen Freisen","A=1@O=Ortsmitte, Oberkirchen Freisen@X=7260749@Y=49524837@U=80@L=62305@",128
Osterbachstraße 1 Oberkirchen,A=1@O=Osterbachstraße 1 Oberkirchen@X=7260758@Y=49528595@U=80@L=9200390@,512
"Altbachstr., Oberkirchen Freisen","A=1@O=Altbachstr., Oberkirchen Freisen@X=7260839@Y=49525808@U=80@L=62315@",512
Osterbachstraße 22 Oberkirchen,A=1@O=Osterbachstraße 22 Oberkirchen@X=7260902@Y=49530842@U=80@L=9200391@,512
"Talbrücke, Oberkirchen Freisen","A=1@O=Talbrücke, Oberkirchen Freisen@X=7262044@Y=49529233@U=80@L=62304@",128
Brühlstraße Oberkirchen,A=1@O=Brühlstraße Oberkirchen@X=7262223@Y=49523543@U=80@L=9200378@,512
Westrichstraße Oberkirchen,A=1@O=Westrichstraße Oberkirchen@X=7262646@Y=49522015@U=80@L=9200388@,512
"Sportplatz, Oberkirchen Freisen","A=1@O=Sportplatz, Oberkirchen Freisen@X=7263823@Y=49524046@U=80@L=62301@",128
"Weihergarten, Oberkirchen Freisen","A=1@O=Weihergarten, Oberkirchen Freisen@X=7264516@Y=49525098@U=80@L=62303@",128
Beethovenstraße 26 Oberkirchen,A=1@O=Beethovenstraße 26 Oberkirchen@X=7264722@Y=49522383@U=80@L=9200376@,512
Johann-Strauß-Straße Oberkirchen,A=1@O=Johann-Strauß-Straße Oberkirchen@X=7265576@Y=49521026@U=80@L=9200380@,512
Museumstraße Oberkirchen,A=1@O=Museumstraße Oberkirchen@X=7271015@Y=49525017@U=80@L=9200382@,512
Im Elbeling Schwarzerden,A=1@O=Im Elbeling Schwarzerden@X=7279923@Y=49531606@U=80@L=9200413@,512
"Kindergarten, Schwarzerden Freisen","A=1@O=Kindergarten, Schwarzerden Freisen@X=7280148@Y=49532901@U=80@L=62102@",128
Zollstraße Schwarzerden,A=1@O=Zollstraße Schwarzerden@X=7281289@Y=49533808@U=80@L=9200414@,512
"Ortsmitte, Schwarzerden Freisen","A=1@O=Ortsmitte, Schwarzerden Freisen@X=7283357@Y=49534276@U=80@L=62101@",128
Auf der Reih Schwarzerden,A=1@O=Auf der Reih Schwarzerden@X=7285982@Y=49534096@U=80@L=9200410@,512
Herchweilerweg Schwarzerden,A=1@O=Herchweilerweg Schwarzerden@X=7286485@Y=49532056@U=80@L=9200412@,512
Fohren-Linden Ort,A=1@O=Fohren-Linden Ort@X=7288553@Y=49587879@U=80@L=99621@,128
Eckersweiler Ort,A=1@O=Eckersweiler Ort@X=7290045@Y=49559715@U=80@L=91511@,128
Reichweiler Wartehalle,A=1@O=Reichweiler Wartehalle@X=7290467@Y=49540559@U=80@L=91502@,640
Berschweiler Berggrube (Pfalz),A=1@O=Berschweiler Berggrube (Pfalz)@X=7291276@Y=49580462@U=80@L=99632@,128
Berschweiler Dorfplatz (Pfalz),A=1@O=Berschweiler Dorfplatz (Pfalz)@X=7292993@Y=49578251@U=80@L=99631@,128
Friedhof Schwarzerden,A=1@O=Friedhof Schwarzerden@X=7293236@Y=49529727@U=80@L=9200411@,512
Reichweiler Abzweig,A=1@O=Reichweiler Abzweig@X=7293641@Y=49535516@U=80@L=91501@,640
"Bahnhof, Schwarzerden Freisen","A=1@O=Bahnhof, Schwarzerden Freisen@X=7293865@Y=49533566@U=80@L=62100@",128
Mettweiler Molkerei Westrich,A=1@O=Mettweiler Molkerei Westrich@X=7295717@Y=49585829@U=80@L=99626@,128
Mettweiler Alte Schule,A=1@O=Mettweiler Alte Schule@X=7313525@Y=49578979@U=80@L=99625@,128
Pfeffelbach Abzw Kindergarten,A=1@O=Pfeffelbach Abzw Kindergarten@X=7327305@Y=49542528@U=80@L=91103@,128
Pfeffelbach Grundschule,A=1@O=Pfeffelbach Grundschule@X=7327925@Y=49539049@U=80@L=91102@,128
Pfeffelbach Wartehalle,A=1@O=Pfeffelbach Wartehalle@X=7328375@Y=49540793@U=80@L=91101@,640
"Brunnen, Brenschelbach Blieskastel","A=1@O=Brunnen, Brenschelbach Blieskastel@X=7335216@Y=49151659@U=80@L=53201@",640
"Bischof, Brenschelbach Blieskastel","A=1@O=Bischof, Brenschelbach Blieskastel@X=7341976@Y=49151299@U=80@L=53203@",640
"Sportplatz, Brenschelbach","A=1@O=Sportplatz, Brenschelbach@X=7348942@Y=49151416@U=80@L=9300012@",512
"Am Bahnhof, Brenschelbach Blieskastel","A=1@O=Am Bahnhof, Brenschelbach Blieskastel@X=7360269@Y=49151830@U=80@L=53200@",640
"In den Golben, Brenschelbach Blieskastel","A=1@O=In den Golben, Brenschelbach Blieskastel@X=7363703@Y=49158994@U=80@L=53205@",128
Hornbach Ziegler,A=1@O=Hornbach Ziegler@X=7366903@Y=49180928@U=80@L=76701@,128
Hornbach Mühlacker,A=1@O=Hornbach Mühlacker@X=7368395@Y=49180847@U=80@L=76707@,128
"Altheimer Str., Mittelbach Zweibrücken","A=1@O=Altheimer Str., Mittelbach Zweibrücken@X=7334236@Y=49210260@U=80@L=78504@",640
"Wolfsloch, Bubenhausen Zweibrücken","A=1@O=Wolfsloch, Bubenhausen Zweibrücken@X=7334398@Y=49252113@U=80@L=93114@",640
"Einödstr., Bubenhausen Zweibrücken","A=1@O=Einödstr., Bubenhausen Zweibrücken@X=7336456@Y=49250927@U=80@L=93027@",640
"John-Deere-Str., Ernstweiler Zweibrücken","A=1@O=John-Deere-Str., Ernstweiler Zweibrücken@X=7337562@Y=49258046@U=80@L=70004@",640
"Saarpfalzstr., Ernstweiler Zweibrücken","A=1@O=Saarpfalzstr., Ernstweiler Zweibrücken@X=7337948@Y=49260941@U=80@L=93089@",640
"August-Bebel-Str., Ernstweiler Zweibrücken","A=1@O=August-Bebel-Str., Ernstweiler Zweibrücken@X=7339117@Y=49257624@U=80@L=93010@",640
"Mitte, Mittelbach Zweibrücken","A=1@O=Mitte, Mittelbach Zweibrücken@X=7339414@Y=49213433@U=80@L=78503@",640
"Wörschweilerstr., Bubenhausen Zweibrücken","A=1@O=Wörschweilerstr., Bubenhausen Zweibrücken@X=7339567@Y=49249192@U=80@L=93116@",640
"Heinkelstr., Ernstweiler Zweibrücken","A=1@O=Heinkelstr., Ernstweiler Zweibrücken@X=7341176@Y=49259188@U=80@L=93044@",640
"Oltschstr., Ernstweiler Zweibrücken","A=1@O=Oltschstr., Ernstweiler Zweibrücken@X=7342389@Y=49255170@U=80@L=70006@",640
"Köhlstr., Ernstweiler Zweibrücken","A=1@O=Köhlstr., Ernstweiler Zweibrücken@X=7343054@Y=49258352@U=80@L=93060@",640
"Sturzenhofstr., Bubenhausen Zweibrücken","A=1@O=Sturzenhofstr., Bubenhausen Zweibrücken@X=7343225@Y=49248239@U=80@L=93099@",640
"Lindenhofstr., Mittelbach Zweibrücken","A=1@O=Lindenhofstr., Mittelbach Zweibrücken@X=7343809@Y=49214332@U=80@L=78502@",640
"Wattweiler Berg, Bubenhausen Zweibrücken","A=1@O=Wattweiler Berg, Bubenhausen Zweibrücken@X=7344367@Y=49241920@U=80@L=93109@",640
"Freudenbergerhofstr., Ernstweiler Zweibrücken","A=1@O=Freudenbergerhofstr., Ernstweiler Zweibrücken@X=7344942@Y=49255934@U=80@L=93037@",640
"Am Fichtenhain, Mittelbach Zweibrücken","A=1@O=Am Fichtenhain, Mittelbach Zweibrücken@X=7345994@Y=49215833@U=80@L=78501@",640
"Boulognestr. Anfang, Ernstweiler Zweibrücken","A=1@O=Boulognestr. Anfang, Ernstweiler Zweibrücken@X=7346174@Y=49257067@U=80@L=93017@",640
"Pallmann, Bubenhausen Zweibrücken","A=1@O=Pallmann, Bubenhausen Zweibrücken@X=7346488@Y=49247106@U=80@L=93078@",640
"Globus Baumarkt, Zweibrücken","A=1@O=Globus Baumarkt, Zweibrücken@X=7346677@Y=49251035@U=80@L=70025@",128
"Ottilie-Baader-Str., Zweibrücken","A=1@O=Ottilie-Baader-Str., Zweibrücken@X=7346992@Y=49235420@U=80@L=93123@",640
"Kirche, Ernstweiler Zweibrücken","A=1@O=Kirche, Ernstweiler Zweibrücken@X=7347270@Y=49253012@U=80@L=70002@",640
"Europaring, Ernstweiler Zweibrücken","A=1@O=Europaring, Ernstweiler Zweibrücken@X=7347540@Y=49258954@U=80@L=93032@",640
"Sportplatz, Bubenhausen Zweibrücken","A=1@O=Sportplatz, Bubenhausen Zweibrücken@X=7348664@Y=49243852@U=80@L=93096@",640
"Hedwig-Dohm-Str., Zweibrücken","A=1@O=Hedwig-Dohm-Str., Zweibrücken@X=7348816@Y=49237137@U=80@L=93122@",640
"Boulognestr. Mitte, Ernstweiler Zweibrücken","A=1@O=Boulognestr. Mitte, Ernstweiler Zweibrücken@X=7349167@Y=49258774@U=80@L=93018@",640
"Wolfslochstr., Bubenhausen Zweibrücken","A=1@O=Wolfslochstr., Bubenhausen Zweibrücken@X=7349697@Y=49246495@U=80@L=93115@",640
"Gluckplatz, Bubenhausen Zweibrücken","A=1@O=Gluckplatz, Bubenhausen Zweibrücken@X=7350012@Y=49243313@U=80@L=93127@",128
"Wattweilerstr., Bubenhausen Zweibrücken","A=1@O=Wattweilerstr., Bubenhausen Zweibrücken@X=7351019@Y=49245758@U=80@L=93111@",640
"Weiherwiese, Zweibrücken","A=1@O=Weiherwiese, Zweibrücken@X=7351091@Y=49232463@U=80@L=93121@",128
"Feigenklamm, Ernstweiler Zweibrücken","A=1@O=Feigenklamm, Ernstweiler Zweibrücken@X=7351154@Y=49252293@U=80@L=93156@",640
"Bickenalb, Mittelbach Zweibrücken","A=1@O=Bickenalb, Mittelbach Zweibrücken@X=7351244@Y=49220687@U=80@L=93013@",640
"Friedrich-von-Schiller-Schule, Zweibrücken","A=1@O=Friedrich-von-Schiller-Schule, Zweibrücken@X=7351567@Y=49242046@U=80@L=93163@",128
"Beckerswäldchen, Zweibrücken","A=1@O=Beckerswäldchen, Zweibrücken@X=7353689@Y=49232337@U=80@L=93120@",128
"Hohlstr., Bubenhausen Zweibrücken","A=1@O=Hohlstr., Bubenhausen Zweibrücken@X=7353796@Y=49245596@U=80@L=93049@",640
"Langental, Zweibrücken","A=1@O=Langental, Zweibrücken@X=7354012@Y=49231582@U=80@L=93117@",640
"Mittelbacher Str., Zweibrücken","A=1@O=Mittelbacher Str., Zweibrücken@X=7354785@Y=49227105@U=80@L=93070@",640
"Tadano Demag, Zweibrücken","A=1@O=Tadano Demag, Zweibrücken@X=7355082@Y=49251952@U=80@L=70001@",640
"Gleiwitzstr., Zweibrücken","A=1@O=Gleiwitzstr., Zweibrücken@X=7355549@Y=49232139@U=80@L=93041@",640
"Masurenstr., Zweibrücken","A=1@O=Masurenstr., Zweibrücken@X=7355675@Y=49235034@U=80@L=93068@",640
"Friedrich-Ebert-Str., Bubenhausen Zweibrücken","A=1@O=Friedrich-Ebert-Str., Bubenhausen Zweibrücken@X=7355693@Y=49245030@U=80@L=93038@",640
"Am Kloster, Zweibrücken","A=1@O=Am Kloster, Zweibrücken@X=7356358@Y=49243412@U=80@L=93006@",640
"Wiesenstr., Zweibrücken","A=1@O=Wiesenstr., Zweibrücken@X=7356403@Y=49237443@U=80@L=93113@",640
Zweibrücken Hbf,A=1@O=Zweibrücken Hbf@X=7356637@Y=49246801@U=80@L=8006680@,8
"Breitwiesenschule, Ixheim Zweibrücken","A=1@O=Breitwiesenschule, Ixheim Zweibrücken@X=7356835@Y=49235187@U=80@L=93169@",128
"Hauptbahnhof, Zweibrücken","A=1@O=Hauptbahnhof, Zweibrücken@X=7357104@Y=49247367@U=80@L=80650@",648
"Im Klingeltal, Zweibrücken","A=1@O=Im Klingeltal, Zweibrücken@X=7357104@Y=49241866@U=80@L=93050@",640
"Schlachthofstr., Zweibrücken","A=1@O=Schlachthofstr., Zweibrücken@X=7357383@Y=49240311@U=80@L=93092@",640
"Tilsitstr., Zweibrücken","A=1@O=Tilsitstr., Zweibrücken@X=7357860@Y=49234953@U=80@L=93119@",640
"Bismarckstr., Zweibrücken","A=1@O=Bismarckstr., Zweibrücken@X=7358282@Y=49250891@U=80@L=93152@",640
"Tilsitstr. Ende, Zweibrücken","A=1@O=Tilsitstr. Ende, Zweibrücken@X=7358399@Y=49236571@U=80@L=93102@",640
Hornbach Unterbeiwalderhof,A=1@O=Hornbach Unterbeiwalderhof@X=7358812@Y=49193027@U=80@L=76711@,128
"Arbeitsamt, Zweibrücken","A=1@O=Arbeitsamt, Zweibrücken@X=7359316@Y=49248122@U=80@L=70008@",640
"Bitscher Str., Ixheim Zweibrücken","A=1@O=Bitscher Str., Ixheim Zweibrücken@X=7359469@Y=49231924@U=80@L=93150@",640
"Nagelwerk, Ixheim Zweibrücken","A=1@O=Nagelwerk, Ixheim Zweibrücken@X=7359478@Y=49230414@U=80@L=70056@",640
"Kreuzbergstr., Zweibrücken","A=1@O=Kreuzbergstr., Zweibrücken@X=7359810@Y=49255790@U=80@L=93062@",640
"Jägerhof, Zweibrücken","A=1@O=Jägerhof, Zweibrücken@X=7360233@Y=49257507@U=80@L=93052@",640
"Hochschule, Zweibrücken","A=1@O=Hochschule, Zweibrücken@X=7360278@Y=49260635@U=80@L=70160@",640
"Mitte, Ixheim Zweibrücken","A=1@O=Mitte, Ixheim Zweibrücken@X=7360862@Y=49233479@U=80@L=70055@",640
"Lerchenstr., Ixheim Zweibrücken","A=1@O=Lerchenstr., Ixheim Zweibrücken@X=7362111@Y=49237218@U=80@L=70023@",640
"Kath. Krankenhaus, Zweibrücken","A=1@O=Kath. Krankenhaus, Zweibrücken@X=7362273@Y=49245947@U=80@L=70005@",640
"Goetheplatz, Zweibrücken","A=1@O=Goetheplatz, Zweibrücken@X=7362516@Y=49251844@U=80@L=93043@",640
"Vogelgesangstr., Ixheim Zweibrücken","A=1@O=Vogelgesangstr., Ixheim Zweibrücken@X=7363586@Y=49240329@U=80@L=70022@",640
"Realschulstr., Zweibrücken","A=1@O=Realschulstr., Zweibrücken@X=7363900@Y=49255781@U=80@L=70107@",640
"Kreuzberg Ende, Zweibrücken","A=1@O=Kreuzberg Ende, Zweibrücken@X=7363927@Y=49265031@U=80@L=93182@",640
"Bergstr., Zweibrücken","A=1@O=Bergstr., Zweibrücken@X=7364961@Y=49245399@U=80@L=93024@",640
"Hilgardplatz, Zweibrücken","A=1@O=Hilgardplatz, Zweibrücken@X=7365024@Y=49253947@U=80@L=93046@",640
"ZOB (Stadtmitte), Zweibrücken","A=1@O=ZOB (Stadtmitte), Zweibrücken@X=7365105@Y=49247574@U=80@L=70010@",640
"Kirchbergstr., Ixheim Zweibrücken","A=1@O=Kirchbergstr., Ixheim Zweibrücken@X=7365123@Y=49233901@U=80@L=93154@",128
"Taubenstr., Ixheim Zweibrücken","A=1@O=Taubenstr., Ixheim Zweibrücken@X=7366732@Y=49234432@U=80@L=93160@",128
"Thomas-Mann-Schule, Zweibrücken","A=1@O=Thomas-Mann-Schule, Zweibrücken@X=7367433@Y=49235492@U=80@L=93172@",128
"Wachtelstr., Zweibrücken","A=1@O=Wachtelstr., Zweibrücken@X=7368224@Y=49237677@U=80@L=93106@",128
"Oselbachstr., Zweibrücken","A=1@O=Oselbachstr., Zweibrücken@X=7368440@Y=49242073@U=80@L=93076@",640
"Berufsbildende Schule, Zweibrücken","A=1@O=Berufsbildende Schule, Zweibrücken@X=7368521@Y=49247349@U=80@L=93173@",128
Hornbach Kloster,A=1@O=Hornbach Kloster@X=7368575@Y=49187355@U=80@L=76704@,128
"Birkhausen, Rimschweiler Zweibrücken","A=1@O=Birkhausen, Rimschweiler Zweibrücken@X=7369150@Y=49226099@U=80@L=93015@",640
"Festhalle, Zweibrücken","A=1@O=Festhalle, Zweibrücken@X=7369168@Y=49252086@U=80@L=93035@",640
"Mühlbergstr., Zweibrücken","A=1@O=Mühlbergstr., Zweibrücken@X=7369258@Y=49237866@U=80@L=93072@",128
"Herzog-Wolfgang-Str., Zweibrücken","A=1@O=Herzog-Wolfgang-Str., Zweibrücken@X=7369429@Y=49244050@U=80@L=93045@",128
"Römerstr., Zweibrücken","A=1@O=Römerstr., Zweibrücken@X=7369510@Y=49239978@U=80@L=93087@",640
"Pestalozzischule, Zweibrücken","A=1@O=Pestalozzischule, Zweibrücken@X=7370121@Y=49246288@U=80@L=93174@",128
"Eitersberg, Zweibrücken","A=1@O=Eitersberg, Zweibrücken@X=7370148@Y=49255961@U=80@L=93029@",640
"Endstelle, Rimschweiler Zweibrücken","A=1@O=Endstelle, Rimschweiler Zweibrücken@X=7370220@Y=49214224@U=80@L=93086@",640
Hornbach Linde,A=1@O=Hornbach Linde@X=7370453@Y=49184515@U=80@L=76702@,128
"Marienstr., Zweibrücken","A=1@O=Marienstr., Zweibrücken@X=7370804@Y=49241578@U=80@L=93067@",128
"Siebenpfeifferstr., Zweibrücken","A=1@O=Siebenpfeifferstr., Zweibrücken@X=7371271@Y=49238989@U=80@L=93094@",128
Zweibrücken Pfälzer Hof,A=1@O=Zweibrücken Pfälzer Hof@X=7371469@Y=49239250@U=80@L=93176@,640
Zweibrücken Pistorstr.,A=1@O=Zweibrücken Pistorstr.@X=7371730@Y=49234755@U=80@L=93179@,640
Hornbach Schule,A=1@O=Hornbach Schule@X=7372089@Y=49188569@U=80@L=76706@,128
"Gemeindehaus, Rimschweiler Zweibrücken","A=1@O=Gemeindehaus, Rimschweiler Zweibrücken@X=7372287@Y=49216894@U=80@L=93040@",640
"Kesselbachstr., Zweibrücken","A=1@O=Kesselbachstr., Zweibrücken@X=7372970@Y=49249534@U=80@L=93058@",128
Althornbach Ort,A=1@O=Althornbach Ort@X=7373321@Y=49204516@U=80@L=75701@,128
"Landauer Str., Zweibrücken","A=1@O=Landauer Str., Zweibrücken@X=7373627@Y=49250423@U=80@L=93161@",128
"Bahnhof, Rimschweiler Zweibrücken","A=1@O=Bahnhof, Rimschweiler Zweibrücken@X=7373806@Y=49218710@U=80@L=93012@",640
"22er-Straße, Zweibrücken","A=1@O=22er-Straße, Zweibrücken@X=7374031@Y=49244419@U=80@L=93143@",128
"Denisstr., Zweibrücken","A=1@O=Denisstr., Zweibrücken@X=7374562@Y=49246324@U=80@L=93026@",640
"Mannlichplatz, Zweibrücken","A=1@O=Mannlichplatz, Zweibrücken@X=7375110@Y=49256275@U=80@L=70013@",640
"Austr., Rimschweiler Zweibrücken","A=1@O=Austr., Rimschweiler Zweibrücken@X=7375856@Y=49221937@U=80@L=93011@",640
"Waldstr., Rimschweiler Zweibrücken","A=1@O=Waldstr., Rimschweiler Zweibrücken@X=7375946@Y=49223833@U=80@L=75713@",640
"Fasaneriestr., Zweibrücken","A=1@O=Fasaneriestr., Zweibrücken@X=7376440@Y=49248913@U=80@L=93034@",128
"Röntgenstr., Zweibrücken","A=1@O=Röntgenstr., Zweibrücken@X=7376656@Y=49241623@U=80@L=93088@",128
"Sauerbruchstr., Zweibrücken","A=1@O=Sauerbruchstr., Zweibrücken@X=7377249@Y=49242387@U=80@L=70017@",640
Zweibrücken Weißdornweg,A=1@O=Zweibrücken Weißdornweg@X=7377348@Y=49237092@U=80@L=93184@,640
Althornbach Grundschule + Kiga,A=1@O=Althornbach Grundschule + Kiga@X=7377825@Y=49201109@U=80@L=75702@,128
Zweibrücken-Rosengarten,A=1@O=Zweibrücken-Rosengarten@X=7378445@Y=49252042@U=80@L=8006682@,8
"Richard-Wagner-Str. Anfang, Zweibrücken","A=1@O=Richard-Wagner-Str. Anfang, Zweibrücken@X=7378508@Y=49249498@U=80@L=93083@",128
"Mannlich-Realschule, Niederauerbach Zweibrücken","A=1@O=Mannlich-Realschule, Niederauerbach Zweibrücken@X=7378876@Y=49261876@U=80@L=70015@",128
"Tennisplatz, Niederauerbach Zweibrücken","A=1@O=Tennisplatz, Niederauerbach Zweibrücken@X=7379047@Y=49256986@U=80@L=70014@",640
"Galgenberg, Zweibrücken","A=1@O=Galgenberg, Zweibrücken@X=7379488@Y=49241506@U=80@L=93039@",128
"Hofenfels-Gymnasium, Niederauerbach Zweibrücken","A=1@O=Hofenfels-Gymnasium, Niederauerbach Zweibrücken@X=7379685@Y=49258864@U=80@L=93147@",128
"Christoph-Knorr-Str. Anfang, Zweibrücken","A=1@O=Christoph-Knorr-Str. Anfang, Zweibrücken@X=7379955@Y=49249534@U=80@L=93021@",128
